sample	binmethod	binname	pipeline_y	group	tRNA_x	rna.16S_x	rna.23S_x	rna.5S_x	Completeness	Contamination	quality	user_genome	classification	fastani_reference	Bin	tRNA_y	Sample	rna.16S_y	rna.23S_y	rna.5S_y	pipeline
B_Nanopore_metaflye+polish	Metabat2	bin.52	Nanopore_metaflye	Nanopore	31.0	2	2	3	58.16	0.0	medium-quality	B_Nanopore_metaflye+polish+bin.52	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	GCF_000162015.1	GCF_000162015.1	63	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	3	6	Nanopore_metaflye
B_Nanopore_metaflye+polish	Metabat2	bin.55	Nanopore_metaflye	Nanopore	59.0	4	4	4	100.0	0.81	complete	B_Nanopore_metaflye+polish+bin.55	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp003439125	GCF_003439125.1	GCF_003439125.1	56	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	2	2	Nanopore_metaflye
B_Nanopore_metaflye+polish	Metabat2	bin.6	Nanopore_metaflye	Nanopore	36.0	4	4	4	51.47	0.0	medium-quality	B_Nanopore_metaflye+polish+bin.6	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	GCA_003293635.1	GCA_003293635.1	64	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	6	6	6	Nanopore_metaflye
B_Nanopore_metaflye+polish	Metabat2	bin.68	Nanopore_metaflye	Nanopore	28.0	1	1	1	70.18	4.39	medium-quality	B_Nanopore_metaflye+polish+bin.68	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	GCF_003460745.1	GCF_003460745.1	43	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	4	Nanopore_metaflye
B_Nanopore_metaflye+polish	Metabat2	bin.7	Nanopore_metaflye	Nanopore	71.0	5	5	5	98.49	0.44	complete	B_Nanopore_metaflye+polish+bin.7	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides faecis	GCF_900106755.1	GCF_900106755.1	49	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	5	Nanopore_metaflye
B_Nanopore_metaflye+polish	Metabat2	bin.73	Nanopore_metaflye	Nanopore	62.0	5	5	5	75.66	1.9	medium-quality	B_Nanopore_metaflye+polish+bin.73	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster aldenensis	GCF_003434055.1	GCF_003434055.1	57	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	3	0	Nanopore_metaflye
B_Nanopore_metaflye+polish	Metabat2	bin.78	Nanopore_metaflye	Nanopore	81.0	5	5	5	66.71	1.06	medium-quality	B_Nanopore_metaflye+polish+bin.78	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprocola	GCF_000154845.1	GCF_000154845.1	83	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	7	4	6	Nanopore_metaflye
B_Nanopore_metaflye+polish	Metabat2	bin.88	Nanopore_metaflye	Nanopore	56.0	5	5	5	99.98	1.5	complete	B_Nanopore_metaflye+polish+bin.88	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	GCF_003269275.1	GCF_003269275.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	6	Nanopore_metaflye
B_Nanopore_metaflye+polish	Metabat2	bin.93	Nanopore_metaflye	Nanopore	54.0	4	4	0	95.72	0.97	complete	B_Nanopore_metaflye+polish+bin.93	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	GCF_000020605.1	GCF_000020605.1	60	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	5	0	Nanopore_metaflye
B_Nanopore_metaflye+polish	Metabat2	bin.96	Nanopore_metaflye	Nanopore	50.0	5	5	0	97.32	0.0	complete	B_Nanopore_metaflye+polish+bin.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	GCA_900112995.1	GCA_900112995.1	27	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	Nanopore_metaflye
B_Nanopore_metaflye+polish	Metabat2	bin.98	Nanopore_metaflye	Nanopore	80.0	7	7	7	98.66	0.81	complete	B_Nanopore_metaflye+polish+bin.98	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	GCF_003096535.1	GCF_003096535.1	56	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	6	Nanopore_metaflye
B_Nanopore_metaflye+polish	Metabat2	bin.99	Nanopore_metaflye	Nanopore	66.0	4	4	0	100.0	0.0	complete	B_Nanopore_metaflye+polish+bin.99	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	GCF_000153885.1	GCF_000153885.1	64	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	6	0	Nanopore_metaflye
B_Nanopore_OPERA-MS+polish	Metabat2	bin.10	Nanopore_OPERA-MS	mNGS+Nanopore	57.0	4	4	5	98.96	0.0	complete	B_Nanopore_OPERA-MS+polish+bin.10	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G	GCA_003293635.1	GCA_003293635.1	64	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	6	6	6	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.100	Nanopore_OPERA-MS	mNGS+Nanopore	31.0	0	0	0	54.97	0.0	medium-quality	B_Nanopore_OPERA-MS+polish+bin.100	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	GCF_000153925.1	GCF_000153925.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	8	15	9	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.106	Nanopore_OPERA-MS	mNGS+Nanopore	65.0	5	5	5	99.26	1.12	complete	B_Nanopore_OPERA-MS+polish+bin.106	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	GCF_000233955.1	GCF_000233955.1	50	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	2	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.110	Nanopore_OPERA-MS	mNGS+Nanopore	44.0	1	1	1	96.23	0.09	complete	B_Nanopore_OPERA-MS+polish+bin.110	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum	GCF_000154485.1	GCF_000154485.1	41	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	3	4	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.112	Nanopore_OPERA-MS	mNGS+Nanopore	28.0	0	0	2	94.63	0.67	complete	B_Nanopore_OPERA-MS+polish+bin.112	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Phocea;s__Phocea massiliensis	GCF_900104615.1	GCF_900104615.1	79	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	4	4	4	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.113	Nanopore_OPERA-MS	mNGS+Nanopore	42.0	3	3	0	77.22	4.31	medium-quality	B_Nanopore_OPERA-MS+polish+bin.113	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis	GCF_001405615.1	GCF_001405615.1	53	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.115	Nanopore_OPERA-MS	mNGS+Nanopore	40.0	0	0	0	92.41	0.0	complete	B_Nanopore_OPERA-MS+polish+bin.115	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q symbiosum	GCF_000466485.1	GCF_000466485.1	49	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.118	Nanopore_OPERA-MS	mNGS+Nanopore	15.0	0	0	0	66.72	3.73	medium-quality	B_Nanopore_OPERA-MS+polish+bin.118	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta	GCF_000024265.1	GCF_000024265.1	54	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	3	3	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.120	Nanopore_OPERA-MS	mNGS+Nanopore	41.0	0	0	0	97.77	0.0	complete	B_Nanopore_OPERA-MS+polish+bin.120	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster citroniae	GCF_000233455.1	GCF_000233455.1	67	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	1	4	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.132	Nanopore_OPERA-MS	mNGS+Nanopore	25.0	0	0	0	90.02	1.25	complete	B_Nanopore_OPERA-MS+polish+bin.132	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella;s__Fournierella massiliensis	GCF_004345265.1	GCF_004345265.1	57	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	5	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.134	Nanopore_OPERA-MS	mNGS+Nanopore	48.0	0	0	0	98.66	4.03	complete	B_Nanopore_OPERA-MS+polish+bin.134	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae	GCF_000154305.1	GCF_000154305.1	67	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	6	9	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.135	Nanopore_OPERA-MS	mNGS+Nanopore	51.0	7	7	8	100.0	1.12	complete	B_Nanopore_OPERA-MS+polish+bin.135	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A varium	GCF_900637705.1	GCF_900637705.1	57	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	7	7	8	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.138	Nanopore_OPERA-MS	mNGS+Nanopore	15.0	0	0	0	52.63	0.0	medium-quality	B_Nanopore_OPERA-MS+polish+bin.138	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	GCF_003460745.1	GCF_003460745.1	43	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	4	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.139	Nanopore_OPERA-MS	mNGS+Nanopore	54.0	5	5	6	100.0	0.63	complete	B_Nanopore_OPERA-MS+polish+bin.139	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Megamonas;s__Megamonas funiformis	GCF_000245775.1	GCF_000245775.1	42	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	5	5	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.140	Nanopore_OPERA-MS	mNGS+Nanopore	23.0	2	2	1	74.85	0.0	medium-quality	B_Nanopore_OPERA-MS+polish+bin.140	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter lactaris	GCF_000155205.1	GCF_000155205.1	44	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	6	4	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.16	Nanopore_OPERA-MS	mNGS+Nanopore	52.0	2	2	0	99.33	0.0	complete	B_Nanopore_OPERA-MS+polish+bin.16	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	GCF_000153885.1	GCF_000153885.1	64	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	6	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.19	Nanopore_OPERA-MS	mNGS+Nanopore	77.0	6	6	7	97.5	1.54	complete	B_Nanopore_OPERA-MS+polish+bin.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	GCF_000012845.1	GCF_000012845.1	83	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	7	7	7	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.20	Nanopore_OPERA-MS	mNGS+Nanopore	65.0	6	6	6	100.0	0.0	complete	B_Nanopore_OPERA-MS+polish+bin.20	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp000417505	GCF_000417505.1	GCF_000417505.1	58	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	2	5	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.21	Nanopore_OPERA-MS	mNGS+Nanopore	54.0	4	4	4	99.98	1.5	complete	B_Nanopore_OPERA-MS+polish+bin.21	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium faecium	GCF_003269275.1	GCF_003269275.1	51	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	6	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.23	Nanopore_OPERA-MS	mNGS+Nanopore	23.0	0	0	0	61.39	0.0	medium-quality	B_Nanopore_OPERA-MS+polish+bin.23	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp000435795	GCA_000435795.1	GCA_000435795.1	19	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	0	0	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.24	Nanopore_OPERA-MS	mNGS+Nanopore	66.0	6	6	5	100.0	0.0	complete	B_Nanopore_OPERA-MS+polish+bin.24	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q sp003024715	GCF_003024715.1	GCF_003024715.1	58	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	9	2	8	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.26	Nanopore_OPERA-MS	mNGS+Nanopore	29.0	0	1	1	100.0	0.0	complete	B_Nanopore_OPERA-MS+polish+bin.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;s__Sediminibacterium magnilacihabitans	GCF_002973575.1	GCF_002973575.1	26	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.29	Nanopore_OPERA-MS	mNGS+Nanopore	52.0	5	5	0	99.33	0.0	complete	B_Nanopore_OPERA-MS+polish+bin.29	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	GCA_900112995.1	GCA_900112995.1	27	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.3	Nanopore_OPERA-MS	mNGS+Nanopore	42.0	1	1	4	100.0	0.32	complete	B_Nanopore_OPERA-MS+polish+bin.3	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania;s__Holdemania filiformis	GCF_000157995.1	GCF_000157995.1	46	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.34	Nanopore_OPERA-MS	mNGS+Nanopore	25.0	4	3	3	77.19	0.0	medium-quality	B_Nanopore_OPERA-MS+polish+bin.34	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900316325	GCA_900316325.1	GCA_900316325.1	10	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	0	0	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.35	Nanopore_OPERA-MS	mNGS+Nanopore	32.0	0	0	1	91.28	2.15	complete	B_Nanopore_OPERA-MS+polish+bin.35	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	GCF_000239295.1	GCF_000239295.1	36	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.36	Nanopore_OPERA-MS	mNGS+Nanopore	51.0	5	5	5	63.29	0.63	medium-quality	B_Nanopore_OPERA-MS+polish+bin.36	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	GCF_003473545.1	GCF_003473545.1	53	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.38	Nanopore_OPERA-MS	mNGS+Nanopore	23.0	0	0	0	78.91	0.0	medium-quality	B_Nanopore_OPERA-MS+polish+bin.38	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	GCF_000949455.1	GCF_000949455.1	36	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.4	Nanopore_OPERA-MS	mNGS+Nanopore	66.0	1	1	0	98.83	1.46	complete	B_Nanopore_OPERA-MS+polish+bin.4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas;s__Sellimonas intestinalis	GCF_001280875.1	GCF_001280875.1	56	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.42	Nanopore_OPERA-MS	mNGS+Nanopore	86.0	8	8	9	100.0	0.53	complete	B_Nanopore_OPERA-MS+polish+bin.42	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella;s__Klebsiella pneumoniae	GCF_000742135.1	GCF_000742135.1	77	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	5	9	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.46	Nanopore_OPERA-MS	mNGS+Nanopore	51.0	4	4	4	65.65	0.0	medium-quality	B_Nanopore_OPERA-MS+polish+bin.46	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_C	GCF_000162015.1	GCF_000162015.1	63	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	2	3	6	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.47	Nanopore_OPERA-MS	mNGS+Nanopore	52.0	0	0	0	92.39	1.27	complete	B_Nanopore_OPERA-MS+polish+bin.47	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;s__Hungatella effluvii	GCF_003201875.1	GCF_003201875.1	60	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.58	Nanopore_OPERA-MS	mNGS+Nanopore	80.0	8	8	8	99.25	0.61	complete	B_Nanopore_OPERA-MS+polish+bin.58	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	GCF_000156075.1	GCF_000156075.1	68	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	1	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.59	Nanopore_OPERA-MS	mNGS+Nanopore	32.0	1	0	1	84.18	2.22	medium-quality	B_Nanopore_OPERA-MS+polish+bin.59	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	GCF_000153905.1	GCF_000153905.1	33	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	2	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.6	Nanopore_OPERA-MS	mNGS+Nanopore	42.0	2	2	2	73.81	0.0	medium-quality	B_Nanopore_OPERA-MS+polish+bin.6	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_D	GCF_002549755.1	GCF_002549755.1	58	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	3	2	7	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.62	Nanopore_OPERA-MS	mNGS+Nanopore	10.0	1	1	1	62.66	0.0	medium-quality	B_Nanopore_OPERA-MS+polish+bin.62	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	GCF_000484655.1	GCF_000484655.1	33	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	0	0	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.66	Nanopore_OPERA-MS	mNGS+Nanopore	34.0	0	0	3	98.11	0.0	complete	B_Nanopore_OPERA-MS+polish+bin.66	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena;s__Longicatena innocuum	GCF_000371425.1	GCF_000371425.1	47	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	4	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.72	Nanopore_OPERA-MS	mNGS+Nanopore	40.0	0	0	0	94.3	0.63	complete	B_Nanopore_OPERA-MS+polish+bin.72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp900540675	GCA_900540675.1	GCA_900540675.1	15	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	0	0	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.75	Nanopore_OPERA-MS	mNGS+Nanopore	35.0	1	1	1	68.77	3.94	medium-quality	B_Nanopore_OPERA-MS+polish+bin.75	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp000509125	GCF_000509125.1	GCF_000509125.1	48	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	1	1	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.76	Nanopore_OPERA-MS	mNGS+Nanopore	10.0	0	0	0	51.84	1.9	medium-quality	B_Nanopore_OPERA-MS+polish+bin.76	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-303;s__CAG-303 sp000437755	GCA_000437755.1	GCA_000437755.1	22	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	0	0	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.8	Nanopore_OPERA-MS	mNGS+Nanopore	43.0	3	3	0	82.61	0.48	medium-quality	B_Nanopore_OPERA-MS+polish+bin.8	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	GCF_000020605.1	GCF_000020605.1	60	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	5	0	Nanopore_OPERA-MS
B_Nanopore_OPERA-MS+polish	Metabat2	bin.84	Nanopore_OPERA-MS	mNGS+Nanopore	57.0	3	3	4	99.03	0.39	complete	B_Nanopore_OPERA-MS+polish+bin.84	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides stercoris	GCF_000154525.1	GCF_000154525.1	52	/home3/ZXMGroup/VIROME/G3compare/RealData/merge/04GTDB_tk+RNA	5	4	5	Nanopore_OPERA-MS
